C,S
8,0
642,0
52,0
6,1
76,0
36,0
14,0
146,0
956,0
21,0
22,0
62,0
5,0
1,0
10,0
8,0
1124,0
7,0
310,0
3,1
60,1
6,0
478,0
105,1
122,0
18,0
4,0
196,0
13,1
221,1
27,0
2,1
153,0
121,1
6,0
44,0
730,0
304,0
7,0
4,0
70,0
312,0
83,0
238,0
16,0
14,0
11,0
461,0
10,0
8,1
17,0
18,0
2,1
139,0
76,0
4,1
48,0
927,0
58,0
5,0
13,0
20,0
129,0
170,0
317,0
2,1
2,1
63,0
15,0
418,0
4,0
34,0
62,0
99,0
10,0
285,0
9,0
124,0
4,0
363,0
70,0
423,0
21,0
20,0
6,1
6,1
2,0
57,0
41,0
30,0
2,1
6,1
535,1
6,1
6,1
324,0
10,1
15747,0
4,0
79,0
12,1
22,0
218,0
34,0
10,0
1107,0
172,0
21,1
40,1
63,0
104,0
9,0
20,0
11,0
3,1
7,0
151,0
239,0
7,0
14,0
60,1
15,0
4,0
31,0
2,1
91,0
114,0
28,0
593,0
60,0
744,0
72,0
170,0
6,1
298,0
12,0
470,0
7,0
45,1
456,0
18,0
176,0
1,1
16,0
128,0
6,1
2,1
6,0
10,0
172,0
90,0
4,1
472,0
22,0
1039,0
11,0
149,0
9,0
105,0
27,0
10,0
13,0
7,0
14,0
117,0
413,0
100,0
32,0
35,0
442,0
4,0
6,0
33,0
98,0
79,1
138,0
471,0
2,1
22,0
10,0
7,1
83,0
4,1
219,1
875,0
6,0
114,0
86,0
2,0
7,1
33,0
16,1
44,0
2,0
732,0
51,0
230,0
16,0
136,0
9,1
77,0
248,0
242,0
10,0
8,0
48,0
44,0
666,0
4,0
11,0
92,0
5,0
14,1
6,1
95,0
57,0
339,0
6,1
859,0
39,0
232,0
417,0
562,0
5,0
26,0
7,0
165,1
9,0
191,1
8,0
121,0
497,0
71,0
9,1
206,0
752,0
24,0
328,0
6,1
13,0
478,1
4,0
335,0
264,0
5,0
5,0
33,1
5,0
30,1
696,0
99,0
13,0
279,0
52,0
120,0
291,0
7,0
10,0
6,1
174,0
71,0
118,0
43,0
790,0
879,0
42,0
123,0
4,0
8,0
184,0
2,0
415,0
132,0
91,0
76,0
28,1
14,0
11,0
3,1
9,0
2,1
10,0
26,0
20,0
24,0
19,0
9,0
923,0
2,1
154,0
5,0
23,0
566,0
7,0
372,0
533,0
863,0
156,0
12,1
40,1
33,0
77,0
220,1
60,0
12,0
888,0
144,0
18,0
20,0
501,0
32,0
288,0
2,1
435,0
822,0
11,1
49,0
163,0
10,0
75,1
37,0
6,1
6,1
8,0
167,0
675,0
2,1
1,0
872,0
23,0
200,0
72,0
30,0
186,0
217,0
20,0
80,0
186,0
152,0
87,0
132,0
31,0
393,0
117,0
263,0
2,1
116,1
176,0
5,0
114,0
115,0
7,0
115,0
8,1
282,0
82,0
1026,0
6,0
232,0
460,0
30,0
217,0
25,0
4,0
14,1
1191,0
37,0
11,1
40,0
16,0
8,0
26,0
371,0
43,0
2,1
19,0
9,0
126,0
7,0
5,0
4,0
201,0
63,0
14,0
234,0
30,0
10,0
2,1
8,0
6,1
5,0
6,0
8,0
163,0
28,0
6,1
24,0
2,1
332,0
4,0
8,0
37,0
1438,0
256,0
5,0
1,1
55,0
1176,0
703,0
162,0
227,0
24,0
5,0
2,1
6,0
16,0
6,1
7,0
40,0
9,0
330,0
7,0
12,0
15,0
321,0
7,0
219,0
31,0
230,0
8,0
4,0
8,0
561,0
28,0
3,0
205,0
6,1
81,0
8,0
926,0
144,0
4,0
91,0
8,0
8,0
40,0
50,0
7,0
85,0
249,0
25,1
10,0
145,0
10,0
10,0
444,0
6,1
8,0
59,0
57,0
8,0
39,0
32,0
8,0
160,0
90,0
79,0
8,0
8,0
279,0
34,0
353,0
7,0
17,0
10,0
69,0
7,1
47,0
636,0
95,0
4,0
4,0
5,1
116,0
10,0
574,0
66,0
8,0
104,0
175,0
2,1
153,0
6,1
55,0
4,0
6,0
25,0
2,1
92,0
570,0
2,0
345,0
8,0
20,1
4,0
21,0
7,0
901,0
306,0
206,0
4,1
11,0
8,1
285,0
38,0
423,0
238,0
39,0
137,0
1,1
6,0
861,0
150,0
10,0
243,0
24,0
140,0
203,0
63,0
9,1
67,1
20,0
68,1
4,0
331,0
1,0
124,0
8,0
21,0
10,1
8,0
9,0
60,0
669,0
101,0
32,0
102,1
222,0
2,0
6,1
564,0
6,1
177,0
93,0
3,1
6,0
196,0
1023,0
6,0
578,0
9,1
88,0
18,0
3,1
780,0
2,0
5,0
175,0
6,1
168,0
11,0
398,0
27,0
74,0
16,0
415,0
12,0
2,1
5,1
36,0
4,0
564,0
4,0
3,1
11,0
6,1
87,0
8,0
36,0
160,0
6,1
53,0
924,0
272,0
119,0
278,0
244,0
80,0
3,0
654,0
714,0
36,0
1746,0
6,1
50,0
43,0
40,0
6,0
1,0
63,0
56,0
13,0
402,0
168,0
108,0
6,1
61,0
234,0
15,0
266,0
147,0
800,0
500,0
9,0
316,0
15,0
14,0
69,0
7,0
121,0
4,0
95,0
170,0
3,1
49,0
2,1
20,0
422,0
17,0
6,1
4,0
6,0
473,0
37,0
14,0
1519,0
44,0
235,0
44,0
2,1
17,0
9,0
508,0
114,0
32,0
8,0
50,1
426,0
81,0
21,0
249,0
834,0
466,0
4,0
5,0
128,0
10,0
127,0
244,0
136,0
73,0
108,0
127,0
138,0
151,0
655,0
15,0
83,0
1483,0
372,0
305,0
580,0
47,0
255,0
3,0
16,1
228,0
438,0
189,0
733,0
2,1
315,0
301,0
52,0
99,0
8,0
18,0
34,0
52,0
243,0
190,0
15,0
224,0
17,1
4,0
33,0
9,0
363,0
560,0
1,0
2,1
5,0
220,0
77,0
105,0
4,0
5,0
58,0
73,0
15,1
738,0
1174,0
3,0
5,0
6,1
382,0
666,0
142,0
397,0
82,0
8,0
14,0
4,1
583,0
6,1
176,0
159,0
14,0
281,0
765,0
118,0
8,0
466,0
13,0
1,1
34,0
70,1
249,0
8,0
18,0
594,0
65,0
4,0
10,0
6,0
2,0
2,1
66,0
307,0
2,1
1,1
434,0
211,0
301,0
4,0
4,0
6,0
85,0
6,0
2,0
6,0
315,0
9,0
6,1
787,0
6,1
204,0
44,0
14,0
2,1
747,0
13,1
258,0
5,0
8,0
4,0
15,0
9,0
2,1
2,1
510,0
361,0
143,0
40,0
1,0
8,0
458,0
37,0
4,0
566,0
466,0
13,0
545,0
702,0
24,0
133,0
151,0
121,0
12,0
16,0
704,0
17,0
194,0
21,0
96,0
14,0
17,0
31,0
19,0
649,0
323,0
67,0
85,0
41,0
4,1
6,1
7,1
92,0
603,0
49,0
2,1
120,0
141,0
140,0
2,1
123,0
4,0
1,0
130,0
129,0
94,0
2,1
169,0
28,0
14,0
171,0
20,0
21,0
68,0
5,0
8,0
4,0
43,0
20,0
179,0
11,0
69,0
6,1
43,0
69,0
3,0
13,0
14,0
26,0
10,0
1013,0
2,1
9,0
9,0
2,0
29,0
470,0
24,0
65,0
156,0
10,0
280,0
4,0
388,0
2,1
66,0
178,0
320,0
389,0
2,1
4,1
9,0
4,0
220,0
11,0
50,0
15,0
149,0
128,0
17,1
3,0
155,0
120,0
2,1
91,0
8,0
520,0
2,1
58,0
9,1
8,0
6,1
6,1
23,0
4,1
85,0
16,0
479,0
36,0
406,0
129,0
716,0
38,0
1136,0
6,1
1,0
4,0
128,0
62,0
186,0
146,0
51,0
60,0
683,0
7,0
200,0
338,0
13,0
23,0
8,0
244,0
74,1
20,0
59,0
78,0
4,0
13,0
226,0
10,0
326,0
478,0
118,0
7,1
453,0
44,0
73,0
6,1
3,1
25,0
16,0
2,1
16,0
1,0
28,0
111,1
5,0
33,1
132,0
377,0
300,0
86,0
6,1
687,0
328,0
48,0
17,0
4,0
16,0
12,0
113,0
8,0
77,0
52,0
2,1
5,1
37,0
13,0
42,0
33,0
51,0
8,0
4,0
7,1
6,0
6,0
338,0
3,1
27,1
640,0
288,0
343,0
11,0
434,1
18,0
108,0
6,0
6,1
1,1
21,0
359,0
8,0
16,1
5,0
6,1
6,1
12,0
4,1
29,0
157,0
2,1
577,0
3,1
134,0
126,0
6,1
629,0
1452,0
2,1
6,1
182,0
387,0
8,1
2,0
16,0
8,0
7,1
3,1
2,1
30,0
618,0
13,0
8,0
214,0
26,0
284,1
6,1
17,0
171,0
100,0
521,0
46,0
8,0
53,0
17,0
8,0
79,0
7,0
4,0
37,0
5,0
522,0
2,1
6,1
10,1
2,1
6,1
16,0
6,1
60,0
153,0
2,1
6,1
5,0
111,0
317,0
177,0
7,1
7,1
17,0
6,0
76,0
172,0
123,0
3,1
7,1
168,0
151,0
70,0
4,0
5,1
10,0
177,0
26,0
4,1
2,0
9,1
122,0
2,0
169,0
105,1
15,0
226,0
10,0
10,0
14,0
9,1
94,0
18,0
1,0
6,0
127,0
9,0
10,1
4,0
15,0
45,0
84,1
5,1
564,0
7,0
20,0
308,0
10,0
37,0
31,0
74,0
176,0
122,1
1462,0
1,1
11,0
2,1
2,1
179,1
3,1
193,0
6,1
5,0
2,1
577,0
111,0
2114,0
183,1
160,0
35,0
805,0
194,0
90,0
921,0
117,0
8,0
20,0
6,0
45,0
5,0
11,0
4,0
53,0
142,0
20,0
27,0
8,0
69,0
22,0
734,0
422,0
8,0
1,1
1,1
1218,0
1,0
5,0
99,0
237,0
210,0
141,0
8,0
60,0
443,0
217,0
31,0
186,0
73,0
32,0
201,0
12,0
459,0
388,0
6,1
762,0
263,0
4,0
5,0
6,1
7,1
8,0
10,0
21,0
25,0
163,0
6,0
91,0
788,0
106,0
124,0
33,0
446,0
168,0
231,0
18,0
2,1
5,0
5,1
16,0
30,0
5,0
12,0
132,0
311,0
114,0
9,0
10,0
10,1
2,0
5,0
195,0
260,0
286,0
18,0
4,0
51,0
142,0
208,0
33,0
7,0
44,0
4,1
5,1
10,0
151,0
10,0
12,0
10,0
463,0
2,1
9,0
12,0
139,1
10,0
23,0
699,1
155,0
23,1
20,0
9,0
258,0
212,0
324,0
358,0
57,0
9,0
6,1
12,0
12,0
390,0
121,0
14,0
14,0
2,1
2,1
8,0
418,0
29,0
148,1
143,0
346,0
134,0
14,0
8,1
2,0
28,1
2,1
82,0
189,0
535,0
108,0
13,1
24,0
447,0
249,0
2,0
258,0
6,0
2,0
99,0
12,0
12,0
794,0
5,0
426,0
223,0
1,0
231,0
8,0
2,1
7,0
16,0
191,0
10,0
43,0
2,1
7,0
4,1
13,0
6,1
32,0
8,0
74,0
32,0
2,0
3,0
27,0
326,0
310,0
395,0
7,0
99,0
6,0
6,0
273,0
13,0
79,0
6,1
32,0
2,1
55,0
10,1
7,0
53,0
357,0
1,1
1,0
34,0
38,0
48,0
9,0
20,0
33,0
123,0
378,0
2,1
152,0
19,0
499,0
4,0
372,0
9,0
36,0
173,0
300,0
19,0
40,0
12,0
22,0
462,0
161,0
9,0
1,0
6,0
38,0
42,0
40,0
486,0
21,0
43,1
901,0
6,1
10,0
198,0
1036,0
447,0
106,0
2,1
2,1
751,0
122,0
1,0
111,0
226,0
406,0
45,1
3,0
2,1
598,0
172,0
15,0
10,0
5,0
6,1
39,0
9,0
13,1
47,0
19,0
6,1
340,0
2,1
8,0
12,0
2,1
17,0
94,0
11,0
79,0
2,0
19,0
5,0
12,0
29,1
1,1
399,0
106,0
30,0
2,1
83,0
87,0
20,0
4,1
128,0
5,0
141,0
28,0
14,0
66,0
27,0
276,0
104,0
82,0
36,1
99,1
308,0
4,0
12,0
8,1
277,0
202,0
34,0
7,1
14,1
6,0
64,0
189,0
183,0
297,1
26,0
1,1
2,0
4,0
6,0
57,0
4,1
464,0
17,1
120,0
129,0
5,0
7,0
238,0
7,0
1,0
7,0
187,0
25,0
118,0
13,0
55,0
10,1
20,0
16,1
13,1
43,0
497,0
14,1
31,0
65,0
474,0
15,0
102,0
159,0
228,0
2,0
2,1
104,0
71,0
12,0
18,0
2,1
67,0
76,0
23,0
125,0
26,0
1148,0
693,0
6,0
459,0
70,0
5,0
6,1
87,0
451,0
72,0
6,0
801,0
19,0
102,1
18,0
195,0
160,0
302,0
4,0
22,0
18,0
4,0
26,0
11,0
20,0
66,0
77,0
265,0
245,0
94,0
5,0
451,0
7,0
436,0
32,0
8,0
13,0
74,0
11,0
6,1
5,0
410,0
375,0
22,0
42,0
322,0
6,1
28,0
5,0
25,0
144,0
131,0
9,1
18,0
33,0
28,0
154,0
4,1
114,0
10,0
497,0
13,1
28,0
6,1
32,0
14,0
12,0
348,1
6,1
8,0
116,0
31,0
6,1
22,0
75,0
307,1
16,0
435,0
10,0
282,0
13,0
6,0
166,0
246,0
413,0
491,0
5,0
4,0
21,0
4,0
80,0
11,0
1375,0
12,0
50,0
5,0
134,0
158,0
22,0
4,0
2,1
3,1
405,0
454,0
6,0
412,0
948,0
48,0
7,0
393,0
5,1
4,0
2,1
6,1
447,0
2,1
24,0
6,0
28,0
5,0
6,1
308,1
6,1
16,0
72,0
2,1
153,0
2,0
56,0
2,1
167,0
26,0
814,0
472,0
20,0
406,1
22,1
1029,0
40,0
25,0
19,0
21,0
47,0
314,0
12,1
9,0
45,0
2,1
6,1
47,0
6,1
1,0
160,0
6,0
8,0
737,0
6,0
2,1
10,0
361,0
419,0
161,0
300,1
6,0
159,0
613,0
6,1
8,0
419,0
427,0
2,0
19,0
217,0
8,0
5,0
318,0
7,0
7,0
13,0
86,0
21,0
2,1
6,1
378,0
6,1
106,0
47,0
94,0
6,0
300,0
46,0
6,0
137,0
47,0
324,0
302,0
155,0
4,1
6,0
35,0
399,0
230,0
10,0
3,0
317,0
5,1
2,1
9,0
61,0
144,0
78,0
7,1
50,0
18,0
10,1
409,0
1011,0
74,0
213,0
97,0
2,1
80,0
88,0
33,0
771,0
108,1
31,0
13,0
18,1
1,0
301,0
53,0
24,0
287,0
4,0
14,0
460,0
6,1
27,1
4,0
233,0
95,0
4,0
136,0
3,0
335,0
74,0
18,0
238,0
6,1
95,0
200,0
701,0
109,0
154,0
356,0
646,0
338,0
5,1
16,0
12,0
3,0
71,0
10,0
139,0
18,0
98,0
59,0
44,0
17,1
273,0
37,0
2,1
13,0
1,1
2,1
56,0
206,1
14,0
206,0
164,0
1,0
54,0
17,0
100,0
173,0
28,0
6,0
5,0
1,0
268,0
198,0
13,1
247,0
52,0
218,0
13,0
225,0
535,0
10,0
4,0
8,0
195,0
8,1
2,1
149,0
79,1
129,0
662,0
15,0
266,0
8,0
98,0
5,1
6,0
5,0
127,0
367,0
13,0
10,1
280,0
26,0
74,0
263,0
41,0
106,0
6,1
344,0
65,0
4,0
4,0
7,0
3,1
6,1
8,0
1,0
126,0
166,1
26,0
187,0
638,0
147,0
98,0
6,1
945,0
6,0
6,1
59,0
47,0
76,0
4,0
16,0
4,0
115,0
18,0
336,0
6,1
12,0
111,0
21,1
186,0
8,0
23,0
157,0
2,1
10,1
92,0
175,0
345,0
65,0
229,0
234,0
3,1
25,0
130,0
12,0
2,1
3,0
130,0
13,0
161,0
19,0
19,0
6,1
6,1
2,1
8,0
67,1
30,0
872,0
155,0
36,1
241,0
16,0
10,0
180,0
19,0
245,0
220,0
183,0
3,0
14,0
36,0
10,0
297,0
19,0
13,1
11,0
112,0
5,0
19,1
162,0
63,0
58,0
2,1
5,0
6,1
206,0
6,1
185,0
30,0
4,0
33,0
8,0
1043,0
219,0
174,0
173,0
87,0
14,0
30,0
27,0
200,0
10,0
50,0
4,0
565,0
16,0
46,0
137,0
143,0
520,0
78,1
436,0
10,1
9,0
57,1
2,1
53,0
354,0
496,0
14,0
5,0
214,0
10,0
366,0
751,0
402,0
253,0
46,0
28,0
15,0
242,0
16,1
37,0
6,0
36,0
6,0
34,0
134,1
8,0
255,0
14,1
157,0
40,0
472,0
1,1
837,0
25,0
23,0
28,1
2,1
64,0
6,1
9,0
8,0
14,0
108,0
4,0
12,1
176,0
260,0
10,0
14,0
220,0
6,1
20,0
29,0
455,0
7,0
89,0
21,0
2,1
8,0
347,0
6,0
224,0
116,0
45,0
492,0
162,1
76,1
534,0
6,1
6,0
10,0
19,0
14,0
406,0
5,0
301,0
8,0
218,0
6,0
176,0
10,0
370,0
155,0
893,0
10,0
167,0
18,0
89,0
521,0
78,0
2,0
328,0
42,0
55,0
318,0
305,0
9,0
2,1
25,0
6,1
36,0
1,0
61,0
6,1
20,0
4,0
311,0
433,0
18,0
4,1
701,0
35,0
92,0
29,0
296,0
11,0
59,0
2,1
8,0
4,0
154,0
686,0
3,0
8,0
585,0
139,0
11,0
2,0
476,0
6,1
673,0
15,0
150,0
260,0
12,1
179,0
293,0
6,0
56,0
363,0
426,0
96,0
47,0
80,0
19,0
110,0
9,0
51,0
379,0
210,0
30,0
141,0
199,0
446,0
9,1
87,0
427,0
95,0
7,0
5,0
33,0
124,0
74,0
42,0
41,0
1081,0
18,0
6,1
3,1
10,1
46,0
6,1
2,1
7,0
109,0
92,0
204,0
22,0
2,1
811,0
9,0
763,0
5,0
11,0
8,0
130,0
5,1
108,0
20,0
6,1
243,0
6,1
368,0
29,0
329,0
13,0
321,0
4,0
51,0
357,1
30,0
129,0
4,0
32,0
14,0
207,0
75,0
25,0
122,0
357,0
45,0
19,0
6,0
232,0
231,0
8,0
21,0
2,1
6,1
141,0
2,0
539,1
67,0
48,0
37,0
16,0
13,0
147,0
24,0
9,0
2,1
301,0
100,1
130,0
199,0
34,0
235,0
247,0
637,0
321,0
65,0
52,0
95,0
145,0
71,0
7,1
604,0
2,1
69,1
371,0
9,0
5,0
400,0
6,0
45,0
6,1
56,0
6,1
55,1
6,1
49,0
70,0
84,0
4,0
89,0
6,0
18,1
365,0
6,1
7,0
10,0
168,0
174,0
6,0
653,0
10,0
6,1
8,0
160,0
42,0
51,0
82,0
5,0
63,0
466,0
331,0
4,0
31,0
3,1
42,1
330,0
741,0
8,0
6,1
288,0
3,0
4,0
612,0
130,0
10,1
35,0
7,1
17,0
556,0
189,0
6,1
3,1
36,0
19,0
78,0
348,0
75,0
6,0
13,0
268,0
17,0
6,1
6,1
8,0
328,0
37,0
135,0
86,0
1,1
14,0
1,1
46,0
440,0
229,0
8,0
34,1
6,1
4,0
104,0
106,0
13,0
8,0
28,0
1,1
104,0
467,0
15,0
70,0
151,0
14,0
570,0
5,0
4,0
16,0
40,0
22,0
5,0
175,0
496,0
262,0
74,0
19,0
244,0
283,0
81,0
12,1
47,0
95,0
186,1
17,0
6,0
7,1
10,1
31,0
18,0
244,0
13,1
416,0
9,0
6,1
169,0
33,0
4,0
6,1
19,0
6,1
226,0
6,0
4,1
155,0
5,0
522,0
149,0
6,1
15,0
12,0
2,0
5,0
8,0
8,0
326,0
217,0
6,0
6,1
29,0
38,0
172,0
2,1
13,0
23,0
217,0
7,0
202,0
11,0
3,0
168,0
8,1
114,0
6,1
17,0
647,0
95,0
98,0
640,0
95,0
4,0
30,0
14,0
750,0
349,0
474,0
29,0
777,0
45,0
2,1
923,0
141,0
2,1
10,0
2,1
5,0
127,1
5,0
6,1
80,0
338,0
2,1
423,0
297,0
197,0
7,0
370,1
11,0
9,1
846,0
18,0
6,0
222,0
6,0
141,0
20,0
5,0
9,0
940,0
33,0
5,0
4,0
19,0
177,0
497,0
4,0
38,0
132,0
773,0
6,1
3,1
86,0
3,0
2,1
130,0
154,0
1,1
307,0
449,0
14,1
6,1
4,0
8,0
6,1
154,0
14,1
33,0
84,0
12,1
64,0
1,0
12,0
109,0
89,0
4,0
24,0
21,0
260,0
235,0
33,0
733,0
3,1
35,0
6,0
37,0
262,0
273,0
163,0
6,1
2,0
27,0
6,1
33,0
60,0
1066,0
154,0
6,1
1,0
18,0
3,1
5,0
10,0
74,0
17,0
20,0
50,0
5,1
18,0
322,0
10,0
253,0
237,0
55,0
105,0
57,0
5,1
261,0
72,0
5,1
14,0
1,0
217,0
198,1
4,0
19,0
24,0
9,0
983,0
3,1
5,0
6,1
29,1
6,1
10,0
2,1
2,1
6,1
8,0
57,0
139,0
1,1
64,0
54,0
65,0
165,0
685,0
100,0
6,0
47,0
4,1
152,0
11,0
4,0
30,1
36,0
12,0
44,0
179,0
1,1
21,0
133,0
48,1
133,0
109,0
229,0
2,1
201,0
49,0
142,0
5,0
2,1
61,0
427,0
33,0
8,0
5,0
18,0
460,0
24,0
181,0
6,1
258,0
35,0
9,0
863,0
4,0
3,0
2,0
36,1
2,0
6,1
6,0
98,0
1162,0
2,0
148,0
5,1
89,0
112,0
281,0
2,1
2,0
33,0
303,0
5,0
49,0
4,0
22,0
487,0
15,0
45,0
251,0
24,0
2,1
3,1
2,1
199,0
21,0
34,0
262,0
6,0
191,0
6,0
29,0
1,1
425,0
2,1
11,0
285,0
6,0
68,0
8,0
424,0
77,0
1,1
627,0
6,0
36,0
1417,0
922,0
15,0
4,0
337,0
16,0
2,0
18,0
32,0
417,0
800,0
53,0
2,1
5,1
96,0
89,0
66,0
219,0
7,0
533,0
1,1
26,0
9,0
21,0
10,0
6,1
11,0
583,0
44,0
100,0
5,0
305,0
12,0
6,1
92,0
147,0
22,0
8,1
2,1
1046,1
649,0
2,1
2,0
7,1
795,0
5,0
164,0
2,1
583,0
6,1
1,0
131,0
519,0
340,0
3,0
33,0
34,0
19,0
744,0
11,0
6,1
13,0
289,0
6,1
31,0
89,0
42,0
61,0
6,1
144,1
30,0
3,1
5,0
18,0
2,1
28,0
166,0
110,1
212,0
7,0
18,0
385,0
24,0
2,1
4,0
58,0
1,0
454,0
91,0
6,1
91,0
240,0
6,1
2,0
5,0
72,0
18,0
2,1
133,0
2,1
2,1
90,0
524,0
6,1
108,0
19,0
266,1
182,0
13,1
2,1
13,0
23,0
16,0
2,0
5,0
38,0
255,0
6,1
6,1
75,0
316,0
33,0
151,0
369,0
351,0
211,0
5,0
31,0
170,0
209,0
720,0
177,0
10,0
233,0
6,1
10,1
6,0
7,1
114,0
1,0
279,0
51,0
25,0
84,0
7,0
12,0
26,0
7,0
19,0
17,0
5,0
39,1
55,0
2,1
7,1
24,0
31,0
6,1
3,0
28,0
79,0
163,0
26,0
362,1
326,0
441,0
12,0
14,0
46,0
34,0
37,0
8,0
970,0
146,0
83,0
12,0
20,0
31,0
17,0
10,0
95,0
6,1
308,1
315,0
305,0
7,0
3,0
45,0
2,1
13,0
43,0
3,0
42,0
6,1
8,0
385,0
10,1
160,0
403,0
24,0
10,0
1,0
115,0
246,0
945,0
2,1
4,0
6,1
65,0
7,1
8,0
2,1
89,0
30,0
82,0
26,0
2,1
199,0
97,0
329,0
2,1
178,0
13,0
65,0
95,0
1,1
4,0
8,0
233,0
14,0
120,0
281,0
41,0
10,1
122,0
359,0
822,0
501,0
363,0
1,0
8,0
54,0
2,1
310,0
8,0
6,0
322,0
1121,0
122,0
79,0
166,0
250,0
28,0
26,0
565,0
119,0
2,0
169,0
261,0
16,0
66,0
509,0
6,1
602,0
5,0
7,1
9,1
39,0
14,0
253,0
6,1
6,0
6,0
433,0
101,0
20,0
894,0
6,0
16,0
36,0
10,0
170,0
526,0
2,1
8,0
5,0
6,0
153,0
35,0
13,0
558,0
613,0
6,0
25,0
17,0
30,0
149,0
10,0
23,0
44,0
5,0
156,0
2,1
2,1
505,0
4,0
477,0
25,1
155,0
4,0
560,0
6,1
45,0
81,0
5,1
65,0
19,0
6,0
16,1
153,0
15,1
162,0
232,0
1,0
54,0
191,0
566,0
194,0
2,0
1,1
61,0
6,0
21,0
177,0
17,0
35,0
4,0
4,1
4,0
15,0
77,0
16,0
7,1
127,0
306,0
30,0
32,0
13,1
6,1
264,0
6,0
67,0
31,0
90,0
4,1
115,0
234,0
169,0
21,0
4,1
15,0
68,0
19,0
134,0
64,1
158,0
122,0
4,0
3,1
372,0
6,1
706,0
10,0
8,0
16,0
1,1
13,1
8,0
132,0
3,1
211,0
7,0
56,0
147,0
19,0
5,0
9,0
6,1
129,0
6,0
11,0
1,1
25,0
189,0
31,0
738,0
18,0
1,1
6,1
35,0
21,0
500,0
13,0
5,0
65,0
133,0
14,0
6,0
5,0
106,0
2,1
6,0
31,0
35,0
400,0
165,0
101,0
232,0
85,0
437,0
4,1
302,0
6,0
355,0
1,1
6,1
14,0
8,0
83,0
1,1
10,0
26,0
269,0
207,0
192,0
222,0
28,0
10,0
26,0
4,1
142,0
148,0
14,0
104,0
418,1
2,1
34,0
4,1
80,0
17,0
6,1
25,0
117,0
24,0
38,0
10,0
6,0
16,0
472,0
140,0
6,1
2,1
57,0
83,1
341,0
14,0
463,0
4,0
266,0
6,1
30,0
8,0
156,0
313,0
320,0
2,1
652,0
18,0
202,0
17,1
169,0
53,0
5,0
24,0
11,0
57,0
115,0
16,0
22,0
73,0
15,1
8,0
159,0
5,0
292,0
174,0
476,0
600,0
182,0
99,0
9,0
7,0
1,1
69,0
15,0
126,0
30,0
105,0
2,1
172,0
160,0
16,0
157,0
428,0
6,0
89,0
5,0
6,1
7,0
2,1
2,1
6,1
527,0
112,0
154,0
6,1
6,1
6,0
602,0
7,0
315,0
2,1
227,0
9,0
23,0
203,0
208,0
3,1
28,0
240,0
5,0
121,0
54,0
4,0
6,0
14,0
6,1
23,0
173,0
2,1
20,1
12,1
2,1
66,0
12,1
10,0
64,0
20,0
14,1
30,0
57,0
280,0
6,0
414,0
138,0
99,0
8,0
8,0
2,1
49,0
99,0
18,0
4,0
38,0
18,0
203,0
10,0
26,0
161,0
201,0
43,0
6,0
389,0
225,0
6,1
6,0
39,0
102,0
198,0
142,0
43,1
31,0
26,0
34,0
15,0
59,1
4,0
46,0
8,0
2,1
186,0
235,0
6,1
13,0
40,0
103,0
12,0
26,0
2,0
561,0
179,0
1,1
8,0
110,0
60,0
104,0
2,0
199,0
3,0
16,0
213,0
3,1
224,0
45,0
38,0
17,0
328,0
5,0
3,0
48,0
14,0
83,0
6,0
251,0
19,0
141,0
4,0
216,0
8,1
5,0
31,0
62,0
5,0
18,0
202,0
2,0
147,0
6,1
4,0
5,0
75,0
69,0
8,0
12,0
1114,0
33,0
12,0
48,0
7,0
1,1
2,1
16,1
106,0
670,0
12,0
622,0
237,1
13,0
2,1
26,0
428,0
12,0
11,0
558,0
1,1
3,1
2,1
181,0
11,0
63,0
7,0
279,0
457,0
104,0
621,0
5,0
8,0
32,1
392,0
44,0
89,0
65,0
17,0
8,0
6,1
6,0
1,1
664,0
6,0
7,0
10,0
280,0
9,0
610,0
34,0
11,0
340,0
116,0
2,1
4,0
222,0
1,1
7,0
217,0
4,0
218,1
554,0
7,0
2,1
10,0
72,0
321,0
4,0
36,0
6,0
80,0
515,0
46,1
2,1
79,0
369,0
1528,0
181,0
248,0
19,0
4,0
8,0
33,0
22,0
6,1
77,0
156,0
48,0
432,0
8,0
496,0
376,0
2,0
208,0
27,0
2,1
93,0
15,0
25,0
377,0
1365,0
13,1
129,0
7,0
579,0
489,1
6,0
4,0
13,1
4,0
6,0
5,1
162,0
306,0
58,1
151,0
376,0
8,1
4,0
6,1
79,1
2,0
4,0
2,1
4,0
4,1
2,0
6,1
6,0
21,0
6,1
323,0
68,0
1623,0
69,0
20,0
11,0
114,0
2,1
23,0
109,0
196,0
16,0
55,0
43,0
135,0
28,0
183,1
31,0
3,0
6,1
14,0
80,0
66,0
8,0
12,0
18,0
228,0
224,0
438,0
2,1
353,0
20,0
69,0
12,0
50,0
153,0
5,0
2,0
5,0
157,0
13,0
56,0
321,0
65,0
375,0
2,1
4,1
2,1
5,1
16,1
55,0
6,0
115,0
424,0
6,1
113,0
14,0
6,0
425,0
179,0
8,0
22,0
27,0
2,1
135,0
585,0
2,1
2,1
48,0
177,0
4,0
3,0
1124,0
38,0
98,0
198,0
47,0
1,0
2,1
342,0
18,0
6,0
316,0
106,0
192,0
249,0
180,1
239,0
598,0
6,1
81,0
412,0
6,0
2,1
7,1
374,0
5,0
99,0
256,0
8,0
47,0
25,0
10,0
7,0
