C,S
6,0
3,0
19,0
94,0
69,0
7,0
14,0
66,0
95,0
3,0
411,0
16,0
21,0
4,0
6,0
7,1
316,0
9,0
3,1
44,0
228,0
2,1
11,0
27,0
2,1
24,0
9,1
11,0
30,0
6,0
8,0
27,0
19,0
12,0
3,0
18,0
14,0
272,0
44,0
35,0
5,0
10,1
780,0
166,0
148,0
26,0
2,0
357,0
10,1
5,1
281,1
34,0
18,0
6,0
16,0
168,0
23,1
17,0
13,0
9,0
3,0
111,0
2,1
6,1
4,0
10,0
51,0
4,1
16,0
36,0
7,0
17,0
2,0
34,0
153,0
107,0
585,0
177,0
6,1
34,0
67,0
6,0
225,0
7,0
112,0
9,0
4,0
27,1
28,0
16,0
135,0
490,1
18,0
14,0
5,0
37,0
1,1
145,0
3,0
248,0
90,0
6,1
76,1
117,0
62,0
231,0
129,0
2,1
9,0
86,0
76,1
38,1
79,0
3,1
66,0
36,0
3,0
203,0
71,0
151,0
5,1
19,0
6,0
161,0
253,0
200,0
398,0
91,0
4,0
56,0
2,0
18,0
97,0
120,0
2,1
97,0
25,0
37,0
164,0
116,0
121,0
229,0
2,1
8,0
83,0
26,1
6,0
114,0
73,0
175,0
106,0
74,0
93,0
323,0
3,0
18,0
6,0
12,0
73,0
10,0
41,0
3,1
44,0
14,0
26,0
40,0
49,0
77,0
3,0
4,0
36,0
7,0
32,0
19,0
12,0
20,0
25,0
156,0
127,0
1,0
3,0
70,0
13,0
6,0
61,0
14,0
13,0
4,1
21,0
7,0
5,0
25,0
6,0
5,0
30,0
80,0
8,0
39,0
51,1
52,0
2,0
13,0
1,0
36,0
18,0
32,0
15,0
50,0
161,0
56,0
3,0
24,0
14,0
131,0
18,0
18,0
100,1
96,0
1410,0
33,0
2,1
866,0
2,0
11,0
300,0
101,0
30,0
11,0
183,0
271,0
131,0
12,0
11,0
4,0
160,0
11,1
1,1
30,0
7,0
59,0
3,0
51,1
23,0
45,0
12,0
62,1
135,0
31,0
2,1
159,0
5,0
2,1
376,0
352,0
300,0
1,1
154,0
107,0
40,0
3,0
19,0
4,0
25,0
58,0
2,1
193,0
11,0
6,1
33,0
3,1
8,0
3,0
29,0
134,1
44,0
71,0
28,0
4,0
3,0
549,0
53,0
1,0
273,0
27,0
12,0
156,0
14,0
9,0
36,0
14,0
132,0
2,1
10,0
317,0
10,0
6,1
7,0
3,0
2,1
6,1
5,1
3,0
3,1
6,1
120,0
2,1
344,0
61,0
2,1
731,0
63,0
223,0
4,1
231,0
31,0
1,1
92,0
83,0
4,1
38,0
166,0
20,0
144,0
69,0
1,0
16,0
90,0
229,0
19,0
91,0
138,0
133,0
4,0
327,0
47,0
3,1
81,0
4,0
38,0
4,0
40,0
11,0
3,1
3,0
1,1
27,0
136,0
46,0
6,0
9,0
354,0
8,1
24,0
321,0
71,0
34,0
7,0
119,0
243,0
40,0
86,0
41,1
6,1
4,0
5,0
12,1
1,1
2,1
95,0
14,1
8,0
22,0
27,0
96,0
25,0
12,0
223,0
169,0
12,1
2,1
9,0
8,0
13,0
75,0
8,0
6,1
3,1
784,0
33,0
182,0
15,0
4,0
272,0
5,0
58,0
99,0
5,1
209,1
2,1
3,1
10,1
3,0
509,0
6,0
23,0
361,0
9,0
8,1
62,0
3,0
113,0
2,1
3,0
118,0
107,0
3,0
13,0
787,0
125,0
48,0
245,0
13,0
1,0
365,0
59,0
70,0
6,0
136,0
2,1
1,1
278,0
20,0
68,0
2,1
6,0
79,0
5,0
129,0
262,0
6,1
1,1
5,0
12,0
10,1
25,1
4,0
10,0
8,0
4,0
6,0
59,0
2,0
18,0
75,0
344,0
49,0
108,0
86,0
19,0
20,1
43,0
5,0
6,1
3,0
46,0
118,0
7,1
22,0
6,0
18,0
4,0
10,0
4,0
22,0
21,0
78,0
10,1
99,0
25,0
2,1
3,0
51,0
4,0
930,1
27,0
161,0
16,0
193,0
116,0
107,0
14,0
73,0
92,0
1,1
7,0
3,0
28,0
167,0
7,0
2,1
1,0
30,0
343,0
52,0
6,1
6,0
6,1
138,0
39,0
25,0
83,0
85,0
108,0
3,0
47,0
595,0
6,1
5,0
6,1
24,0
2,1
2,1
349,0
6,0
72,0
126,0
7,1
500,0
23,0
144,0
10,1
365,0
31,0
158,0
20,1
65,0
43,0
3,0
4,0
296,0
72,0
134,0
15,0
75,1
5,0
191,0
109,0
49,0
27,0
84,0
378,0
3,0
483,0
5,0
14,0
26,0
552,0
230,0
2,1
605,0
8,0
3,0
253,0
576,0
216,0
8,0
230,0
267,0
7,1
51,0
26,0
208,0
57,0
584,0
10,1
7,0
4,1
212,0
372,0
44,0
14,0
416,0
303,0
12,1
363,0
48,0
30,0
6,0
3,0
20,0
7,0
5,1
15,0
233,0
163,0
268,0
15,0
55,0
133,0
36,1
10,0
90,0
65,0
3,0
155,0
3,0
369,0
14,0
6,0
212,0
3,0
8,0
213,0
150,0
19,0
62,0
66,0
74,0
8,0
207,0
6,0
6,1
38,0
120,0
11,0
109,0
18,0
3,1
6,1
3,1
243,1
6,0
6,1
6,0
8,0
46,0
61,1
219,0
86,1
11,0
64,0
19,0
47,0
3,0
266,0
130,0
159,0
387,0
5,1
2,1
32,1
228,0
2,1
7,1
20,1
1,1
77,0
337,0
4,1
22,0
37,0
4,0
2,0
12,0
38,1
7,1
6,1
4,0
75,0
36,0
6,0
18,0
111,0
443,0
96,0
7,1
4,0
2,1
42,0
167,0
54,0
3,1
2,0
30,0
4,1
276,0
253,0
5,1
8,1
90,0
4,0
16,0
21,0
38,0
192,0
6,0
15,0
64,0
11,0
253,0
14,0
14,0
3,0
18,0
7,0
3,1
71,0
8,0
168,0
59,0
82,1
7,0
1,0
22,0
3,0
21,0
6,1
264,0
71,0
46,0
60,0
8,0
1,0
44,0
7,1
6,1
281,0
1,1
308,0
21,0
13,0
329,0
33,0
19,1
1035,0
21,0
8,0
8,0
156,0
63,0
12,0
66,0
9,0
83,0
197,0
91,0
9,1
17,0
102,0
175,0
4,0
10,0
166,0
309,0
116,0
3,0
76,0
4,0
8,0
77,0
135,0
60,0
256,0
172,0
11,0
6,0
6,1
6,1
86,0
71,0
233,0
6,0
229,0
34,0
13,0
3,0
3,0
5,0
31,0
145,0
16,0
5,1
230,0
4,0
29,0
150,0
2,1
4,0
237,0
4,0
890,0
190,0
65,0
39,0
9,0
12,0
232,0
3,0
181,0
28,1
31,0
157,0
111,1
18,0
341,0
90,0
21,0
173,0
2,0
125,0
8,0
338,0
352,0
8,0
6,1
4,0
436,0
72,0
116,0
204,0
22,0
3,1
46,0
6,1
8,0
3,1
152,0
3,0
4,0
283,0
8,0
2,1
3,0
17,0
15,0
6,1
95,0
48,0
92,0
61,0
1,1
3,0
2,1
14,1
6,0
211,0
5,0
15,0
6,1
135,0
100,0
3,0
13,0
3,0
60,0
12,0
1,1
231,0
348,0
472,0
20,0
162,0
146,0
11,0
138,0
110,0
67,0
4,0
2,1
4,0
6,1
93,0
12,1
133,0
35,0
16,0
130,0
32,0
183,0
3,0
216,0
17,0
561,0
597,0
18,0
386,0
6,0
66,1
16,0
2,1
42,0
182,0
174,0
9,0
107,0
76,0
322,0
8,0
37,0
2,1
3,0
114,0
2,1
294,0
3,0
376,0
333,0
15,0
18,0
210,0
3,0
195,0
7,0
1,1
88,0
30,0
63,0
1,1
1,1
180,0
32,0
22,0
144,0
3,0
151,0
7,0
2,1
39,0
5,0
1547,0
57,0
5,1
12,0
15,0
284,0
435,0
18,0
4,0
85,0
1,1
6,1
4,0
5,0
3,0
10,0
191,0
5,0
6,0
2,1
11,0
111,0
85,0
31,0
2,0
6,0
3,0
19,0
34,0
5,0
323,0
64,0
47,0
6,0
6,0
7,0
58,0
2,1
164,0
122,0
6,1
3,0
2,1
10,0
18,0
18,0
40,0
74,0
230,0
7,1
41,0
10,1
7,0
4,0
6,1
6,0
2,1
40,0
2,1
6,1
58,0
3,1
410,1
8,0
89,0
6,1
84,0
9,0
6,1
61,0
12,0
27,0
11,0
173,0
34,0
13,0
25,0
12,0
229,0
6,0
223,0
112,0
3,0
13,0
38,0
272,0
52,0
156,0
152,0
2,1
8,0
12,0
3,0
14,0
3,1
1758,0
195,0
20,0
36,0
2,1
72,0
11,0
39,0
6,0
6,0
6,1
6,0
6,1
248,1
376,0
93,0
281,0
24,0
237,0
10,1
37,0
2,1
254,0
34,0
7,1
198,0
60,0
939,0
7,1
316,0
18,0
32,0
233,0
6,1
352,0
91,0
11,0
131,0
6,0
4,1
1,0
18,0
41,0
14,0
399,0
2,1
40,0
8,0
201,0
3,0
202,0
6,0
15,0
125,0
22,0
21,0
49,0
7,0
52,0
5,0
135,0
42,0
123,0
75,0
236,0
13,0
50,0
21,0
2,1
14,0
742,0
30,0
250,0
124,0
86,0
120,0
362,0
196,0
273,0
20,0
12,0
136,0
18,0
31,0
165,0
13,1
148,0
2,0
116,0
384,0
5,0
14,0
8,0
5,0
77,0
63,0
80,0
11,1
2,1
3,1
93,0
12,0
122,0
61,0
3,0
8,0
16,0
36,0
35,0
14,0
170,0
10,0
60,0
91,0
6,1
4,0
256,0
38,0
2,1
40,0
1,0
12,1
3,0
239,0
480,0
2,0
14,0
6,1
7,1
15,1
146,0
25,0
44,0
337,0
23,0
126,0
4,0
303,1
64,0
696,0
113,0
53,0
15,0
4,0
9,0
1,1
2,0
1,1
99,0
12,0
652,0
2,1
43,0
100,0
10,1
29,0
9,1
107,0
6,0
6,1
191,0
3,0
236,0
6,0
84,0
690,0
362,0
283,0
12,0
221,0
6,0
253,0
3,0
2,0
63,0
85,0
219,0
6,1
2,1
2,1
275,0
2,0
125,0
6,1
186,0
8,0
19,0
35,0
1,1
372,0
3,0
7,1
273,0
63,0
155,0
74,0
12,0
24,0
223,0
43,0
66,0
43,0
50,0
270,0
1,1
376,0
4,0
145,0
9,0
1,1
78,0
180,0
5,0
4,1
3,0
19,0
29,0
66,1
219,0
576,0
461,0
238,0
6,0
6,1
40,0
14,0
477,0
32,0
994,0
127,0
5,0
1,0
107,1
258,0
11,0
6,0
442,0
361,0
4,0
7,1
6,0
139,0
90,0
1,1
47,0
43,0
64,0
123,0
2,1
5,0
4,0
4,0
2,1
88,0
19,0
637,0
120,0
6,0
515,0
799,0
65,0
14,0
81,1
43,0
4,0
528,0
1,1
1,0
4,0
4,1
39,0
28,0
216,0
298,0
16,0
20,0
158,0
26,0
6,0
278,0
2,1
1,0
6,1
6,0
24,0
2,0
274,0
158,0
36,0
174,0
5,1
2,1
2,1
4,0
178,0
53,0
41,0
6,0
226,0
2,1
3,0
173,0
4,0
350,0
13,0
11,0
21,0
6,1
44,0
449,0
10,1
14,1
346,0
6,0
96,0
1,1
21,0
4,0
21,0
8,0
32,0
102,0
2,1
97,0
19,0
2,0
118,0
6,1
9,0
27,0
64,0
6,1
6,1
85,0
3,0
6,1
10,0
16,0
230,0
3,0
15,1
2,1
8,0
4,0
6,0
2,1
59,0
2,1
11,0
40,0
486,0
197,0
25,0
95,0
73,0
67,0
26,0
6,1
74,1
92,0
92,0
7,0
36,0
120,0
373,0
8,0
304,1
8,0
565,0
6,1
37,0
9,0
1,0
8,0
60,0
266,0
49,0
4,0
28,0
21,0
70,0
42,0
14,0
126,0
3,0
2,1
219,0
11,0
29,0
2,1
223,0
1,1
61,0
26,0
4,0
6,1
166,0
1,1
2,1
7,1
173,0
240,0
12,0
4,0
125,0
3,0
73,0
75,0
17,0
137,0
4,0
6,0
2,0
8,0
17,0
6,0
2,1
26,0
3,0
10,0
9,0
7,1
6,1
59,0
16,0
5,0
74,0
113,0
100,0
206,0
346,0
5,0
37,0
112,0
13,0
42,0
32,0
88,0
100,0
452,0
3,1
97,0
145,0
78,0
2,1
91,0
4,0
326,0
210,0
624,0
15,0
4,0
21,0
5,0
6,0
30,0
6,1
255,0
17,0
4,0
6,0
140,0
9,0
12,1
90,0
38,0
3,0
16,0
3,0
5,0
365,0
91,1
8,1
201,1
1,1
37,0
6,0
141,0
6,1
6,1
5,0
16,0
15,1
280,0
6,0
270,0
210,0
199,0
46,0
6,0
31,0
168,0
65,0
2,0
21,0
359,0
730,0
58,0
2,0
13,0
4,0
5,1
12,0
30,0
285,0
57,0
12,0
223,1
19,0
13,0
4,0
6,1
419,0
15,0
41,0
3,1
82,0
68,0
5,0
17,0
2,1
135,0
694,0
12,0
151,0
7,1
24,0
255,0
143,0
116,0
68,0
414,0
127,0
20,0
52,1
6,0
4,0
342,0
77,0
110,0
313,0
6,0
24,0
159,0
13,0
5,1
3,0
6,1
448,0
404,0
4,0
11,0
393,0
301,0
6,0
20,0
66,0
10,0
159,0
159,0
100,0
178,0
12,0
122,0
724,0
43,0
124,0
265,0
16,0
400,0
2,1
4,1
18,0
26,0
29,0
76,0
8,0
16,1
5,0
18,0
2,1
141,0
22,0
138,1
4,0
128,0
34,1
127,1
12,0
18,0
2,1
14,0
6,1
2,1
44,0
10,0
474,0
3,0
46,0
6,1
16,0
24,0
13,0
73,0
936,0
152,0
53,0
146,0
5,0
6,0
152,0
154,0
120,0
4,0
20,0
476,0
6,0
13,0
6,1
75,0
194,0
372,0
102,0
288,0
8,0
12,0
41,0
9,0
42,0
6,1
193,0
467,0
5,0
15,0
16,0
44,0
10,0
2,1
98,0
917,0
2,1
238,0
172,0
16,0
44,0
53,0
6,0
89,0
14,0
282,0
15,0
149,0
89,0
6,1
10,0
3,0
4,0
6,0
21,0
245,0
489,0
182,0
3,0
104,0
14,0
91,1
186,0
112,0
5,0
12,0
171,0
2,1
197,0
162,0
64,0
5,0
2,0
53,0
348,1
13,0
130,0
196,0
12,1
19,0
32,0
120,0
86,0
1383,0
30,0
99,0
4,1
32,0
86,0
289,0
154,0
13,1
207,0
78,0
12,1
34,0
2,1
74,0
39,0
2,0
56,0
6,1
76,0
68,0
60,0
4,0
3,1
50,0
138,0
3,0
9,1
235,0
6,1
27,0
72,0
240,0
2,1
369,0
555,0
6,0
39,0
159,0
7,1
3,0
3,0
45,0
7,0
362,0
2,0
6,1
6,0
6,1
150,0
4,1
223,0
10,0
57,0
457,0
65,0
2,1
272,0
8,1
11,0
84,0
9,1
345,0
12,0
7,1
26,0
24,0
67,0
579,0
12,0
574,0
288,0
121,0
13,0
9,1
213,0
217,1
4,0
93,1
3,1
3,0
265,0
7,0
50,0
5,0
184,0
55,0
32,0
2,0
63,0
45,0
646,0
246,0
448,0
513,0
2,1
34,0
3,0
46,0
2,1
1,0
171,0
159,0
99,0
2,1
79,1
298,0
3,0
5,1
41,0
2,0
439,0
586,0
91,0
3,0
64,0
165,0
360,0
4,0
2,1
2,1
129,0
4,0
172,0
93,0
33,0
37,0
5,0
276,0
23,0
9,0
2,1
45,0
4,0
4,0
100,0
37,0
19,0
628,0
7,1
7,0
28,0
39,0
16,1
43,0
66,0
42,0
6,1
11,0
27,0
71,0
436,0
2,0
5,0
8,0
29,0
67,0
8,0
27,0
209,0
333,0
21,0
6,1
14,0
5,0
8,0
2,1
4,0
8,0
197,0
120,0
3,0
245,0
226,0
10,0
287,1
66,0
22,0
60,0
146,0
189,0
2,1
6,0
2,1
15,0
3,1
10,0
45,0
464,0
27,0
198,0
55,0
41,0
155,1
9,0
182,0
188,0
68,0
5,0
394,0
3,0
395,0
13,0
26,0
258,0
2,1
495,0
1,1
282,0
15,1
20,0
28,0
73,0
821,0
11,0
4,0
26,0
34,0
216,0
4,1
87,0
7,0
9,0
2,1
219,0
223,1
452,1
112,0
364,0
60,0
148,0
3,0
37,0
134,0
31,0
17,0
3,0
150,0
105,0
7,1
294,0
4,0
5,1
4,0
4,0
4,0
158,0
6,1
258,0
31,0
87,0
39,0
3,0
40,0
6,1
4,0
95,0
98,0
251,0
82,0
267,0
87,0
309,0
32,0
2,1
13,0
11,1
358,0
88,0
12,0
8,0
121,0
7,0
147,0
17,0
6,0
2,1
17,0
243,0
6,0
2,1
199,0
83,0
14,1
139,0
34,0
32,0
18,0
7,1
295,0
67,0
161,0
91,0
44,0
105,0
5,0
4,0
14,0
7,0
5,0
2,0
2,0
180,1
127,0
3,0
203,0
174,0
204,0
11,1
67,0
4,0
85,0
13,0
268,0
17,1
33,0
17,0
59,0
6,1
245,0
449,0
18,0
32,0
19,0
3,0
11,0
23,0
39,0
2,1
3,1
3,1
37,0
4,1
109,0
18,1
173,0
154,0
1,1
6,1
120,0
134,0
33,0
4,0
2,1
3,0
21,0
489,0
34,0
14,0
11,1
6,0
7,0
145,0
4,0
6,0
14,0
6,1
34,0
2,1
63,0
7,1
5,0
120,0
2,1
158,0
4,0
7,0
2,0
6,0
13,0
114,1
58,1
3,1
4,0
45,1
101,0
38,0
985,0
43,0
273,0
450,0
281,0
17,0
465,0
3,0
148,0
77,0
13,0
155,0
61,0
6,1
140,0
264,0
29,0
12,0
6,0
263,0
4,0
4,0
4,0
10,1
98,0
74,1
14,1
626,0
231,0
220,0
334,0
9,0
82,1
56,0
18,0
67,0
32,0
183,0
76,0
25,0
2,1
23,0
1,0
26,0
574,0
172,1
2,1
5,0
284,0
257,0
118,0
3,1
10,0
1,1
13,0
40,0
277,0
63,0
116,0
14,0
19,1
6,1
6,0
6,0
462,0
6,0
6,0
7,0
137,0
25,0
27,0
6,0
2,1
301,0
36,0
4,1
3,0
125,0
3,1
270,0
23,0
223,0
141,0
21,0
3,1
30,0
4,0
8,0
11,0
2,0
9,0
64,0
60,0
4,0
330,0
132,0
127,0
13,0
196,0
77,0
8,0
21,0
215,0
3,0
6,1
161,0
30,0
14,0
1,0
118,0
118,0
13,0
6,0
17,0
17,0
43,0
12,0
204,0
48,0
36,0
10,1
58,0
45,0
158,0
4,0
88,0
10,0
33,0
306,0
6,1
23,0
6,0
18,0
7,0
2,1
6,1
25,1
47,0
308,0
50,0
4,0
3,0
60,0
6,0
60,0
112,0
289,0
3,0
407,0
41,0
2,0
4,0
235,0
2,0
2,1
2,1
10,0
24,1
101,0
264,1
586,0
362,0
2,1
3,0
3,0
755,0
3,0
2,1
5,1
105,0
395,0
7,0
11,0
6,1
46,0
6,0
45,0
7,0
362,0
2,1
6,0
88,0
338,0
35,0
9,0
434,0
13,0
94,0
3,0
12,0
698,1
78,1
50,0
26,0
4,0
200,0
188,0
4,1
451,0
5,0
12,0
7,0
5,0
374,0
16,0
4,1
20,1
60,0
466,0
4,0
2,1
7,0
34,0
2,1
21,0
44,0
63,0
2,1
295,0
27,0
6,0
6,1
29,0
6,0
1,0
5,0
82,0
8,0
256,0
6,0
2,1
286,0
19,0
264,0
3,1
48,0
149,0
747,0
44,1
194,0
4,0
15,0
4,0
258,0
112,0
24,0
175,0
20,0
14,0
7,1
2,0
4,0
32,0
87,0
3,0
11,0
42,0
6,1
8,1
99,0
142,0
4,0
26,0
117,0
423,0
26,0
59,0
3,0
15,0
57,0
2,0
76,1
49,0
188,0
2,1
117,0
10,0
7,0
11,0
8,0
62,0
167,0
408,0
4,1
6,1
20,0
103,0
158,1
12,0
3,0
6,1
13,0
2,1
13,0
96,1
660,0
34,0
190,0
214,0
13,0
11,0
71,0
54,0
33,0
8,0
4,0
12,0
6,0
37,1
2,1
12,0
6,0
246,1
2,1
432,0
3,0
1,0
10,0
3,1
725,0
6,0
10,0
12,0
29,0
45,0
134,1
6,0
6,0
18,0
3,0
3,0
44,0
19,0
51,0
50,0
4,0
10,1
2,1
29,0
320,0
64,0
15,0
473,0
121,0
3,0
3,1
2,0
60,0
93,1
64,0
56,0
8,0
3,0
1,1
19,0
10,0
145,0
15,0
481,0
6,0
190,0
1,1
19,0
13,0
12,0
70,0
591,0
215,0
25,0
7,0
13,1
6,1
209,0
13,0
414,0
225,0
11,0
6,0
3,1
6,1
117,0
167,0
24,0
374,0
6,0
38,0
2,1
7,0
33,0
112,0
187,0
83,0
4,0
8,0
14,0
323,0
331,0
61,0
25,0
3,0
4,0
27,0
102,0
123,1
8,0
3,0
3,0
6,1
27,0
9,1
16,0
8,0
195,0
95,0
82,0
195,0
150,0
55,0
6,0
271,0
31,0
199,0
3,0
8,0
170,0
16,0
5,1
7,0
2,0
144,0
4,1
36,0
108,0
6,0
80,0
402,0
170,0
159,0
300,0
14,0
239,0
196,0
79,0
2,1
3,0
11,0
276,0
4,0
7,0
53,0
69,0
2,1
160,0
403,0
256,0
87,0
205,1
25,0
2,1
2,0
199,0
274,0
6,1
24,0
1668,0
17,0
147,0
122,0
350,0
640,0
3,1
301,0
4,0
2,1
892,0
36,0
30,0
77,0
129,0
6,1
4,0
2,1
13,1
64,0
48,0
185,0
595,0
205,0
117,0
112,0
1172,0
3,0
6,0
289,0
21,0
15,0
10,0
124,0
6,0
32,0
5,0
4,0
38,0
16,0
353,0
76,0
13,0
2,1
22,0
15,0
3,1
2,1
9,1
362,0
8,0
239,0
6,0
58,0
2,1
4,1
6,0
38,0
24,0
2,1
12,1
195,0
315,0
4,0
8,0
25,1
23,0
6,1
333,0
51,0
154,0
485,0
1,1
243,0
17,0
16,0
293,0
3,1
126,0
6,1
526,0
209,0
4,0
163,0
50,0
3,0
8,0
122,0
19,0
2,1
2,0
6,0
178,1
6,1
578,1
11,0
460,0
6,1
3,0
6,0
5,0
86,0
169,1
1,0
14,0
4,1
537,0
668,0
2,1
2,1
28,0
2,1
58,0
5,0
17,0
77,1
5,0
15,0
6,1
12,0
405,0
162,0
6,0
389,0
10,1
36,1
102,0
137,0
2,0
366,0
155,0
11,0
6,0
11,0
157,0
17,0
165,0
8,0
8,1
53,0
3,0
156,0
11,1
302,0
69,0
13,0
225,0
11,0
22,0
17,0
6,0
5,1
287,0
78,0
6,1
7,0
297,0
838,0
7,1
12,0
18,0
225,0
509,0
2,1
243,0
111,0
141,0
6,1
149,1
12,0
188,0
3,0
44,0
21,0
10,0
98,0
6,1
12,0
70,0
4,0
153,0
8,0
22,0
1,1
35,0
640,0
6,1
318,0
16,0
227,0
8,0
3,1
483,0
12,0
35,0
21,0
2,1
3,0
12,0
27,0
7,1
39,0
52,0
2,1
805,0
2,1
208,0
3,0
2,1
4,1
8,0
198,0
489,0
11,0
617,0
65,0
7,0
377,0
76,0
4,0
101,0
245,0
1,1
14,1
88,0
22,0
33,0
36,0
3,0
697,0
3,0
70,0
3,0
566,1
25,0
306,0
26,0
5,1
12,1
6,1
190,0
116,0
159,0
15,0
307,0
5,0
55,0
7,1
10,1
5,0
233,0
114,0
42,1
227,0
20,0
51,0
3,0
4,0
1,0
187,0
8,0
7,1
113,0
81,0
12,1
6,0
14,0
260,1
26,0
6,0
8,0
162,0
166,0
253,0
40,0
191,0
638,0
20,0
6,0
120,0
255,0
57,0
6,0
312,0
64,0
8,0
3,0
6,1
204,0
5,0
10,0
3,0
14,0
11,0
4,1
12,0
14,0
6,1
65,0
2,1
63,0
3,0
28,0
14,1
90,0
5,0
171,0
37,0
6,1
4,0
67,0
461,0
366,0
6,0
4,0
97,0
47,0
11,0
162,0
6,0
14,0
420,0
10,0
59,0
3,0
46,0
63,0
603,0
93,0
9,0
14,1
2,1
39,0
2,1
130,0
12,0
6,0
167,0
6,1
7,1
9,0
68,0
3,0
290,0
4,0
131,0
154,0
6,1
4,0
2,1
24,0
4,0
65,0
4,1
419,0
12,1
8,0
44,0
117,1
2,1
2,1
13,0
406,1
2,0
14,0
225,0
114,0
14,0
84,0
81,0
2,1
5,0
135,0
317,0
419,0
6,1
12,0
2,1
16,0
2,1
174,0
29,0
65,0
3,0
2,0
897,0
72,0
4,0
25,1
9,0
234,0
237,0
318,0
142,1
3,1
71,0
50,0
4,1
3,0
97,0
4,0
8,0
1040,0
4,1
1,1
639,0
13,0
127,0
68,0
374,0
13,0
51,0
4,0
235,0
6,1
97,0
10,0
180,0
4,1
6,1
22,0
7,1
22,0
6,1
118,0
115,0
2,1
161,0
90,0
118,0
22,0
7,0
21,0
401,1
18,0
526,0
2,1
3,0
6,1
423,0
23,0
273,0
68,0
62,0
22,1
17,0
261,0
106,1
21,0
579,0
2,1
1,1
62,0
79,1
250,0
11,0
12,0
6,1
9,0
6,1
58,0
6,1
402,0
12,0
22,1
23,0
9,0
305,0
68,0
2,0
12,0
238,0
22,0
93,0
97,0
5,0
111,0
82,0
64,0
21,0
8,0
171,1
5,0
28,0
122,0
3,0
19,0
32,0
42,0
199,0
6,0
70,0
61,0
2,1
144,0
21,0
355,0
9,0
32,1
2,1
211,0
280,0
13,0
2,1
3,1
38,0
988,0
5,0
18,0
463,0
119,0
13,0
756,0
455,0
7,1
5,0
1,1
299,0
177,0
2,1
12,0
2,1
4,0
4,0
1,1
33,0
95,0
288,0
70,0
46,0
12,0
3,1
35,0
214,0
30,0
7,0
30,0
709,0
1,1
5,0
8,0
5,1
2,1
33,0
38,0
399,0
23,0
28,0
6,0
6,1
51,0
3,0
6,0
6,1
968,0
80,0
22,0
1,0
6,0
2,1
8,1
33,0
8,0
4,0
32,0
14,0
289,0
23,0
2,1
7,0
90,0
126,0
19,0
207,0
35,0
2,1
39,0
10,0
2,0
51,0
118,0
10,1
3,1
35,0
246,0
90,0
28,0
71,0
9,0
9,0
55,0
163,0
19,0
20,0
3,0
16,0
24,0
34,0
149,0
11,0
266,0
4,0
35,0
598,1
34,0
48,0
8,0
165,0
20,1
165,0
118,0
22,0
187,0
6,1
46,0
3,0
64,0
6,0
245,0
163,0
88,0
61,0
34,0
6,0
16,0
9,0
28,1
52,0
101,0
221,0
900,0
165,0
6,0
3,0
14,1
10,0
79,0
78,0
42,0
97,0
6,0
234,0
151,0
29,0
2,1
2,1
6,1
27,0
6,1
17,0
2,1
3,0
27,0
7,0
43,0
16,0
118,0
40,0
178,0
54,0
2,1
60,0
4,0
1,1
2,1
6,1
7,1
104,0
22,0
12,0
382,0
198,0
4,1
85,0
14,0
122,0
5,0
6,1
1,1
10,0
6,0
4,0
155,0
8,0
13,0
21,0
7,0
99,0
6,1
60,0
24,0
3,1
396,0
4,0
18,0
192,0
364,0
81,0
55,0
7,0
250,0
4,0
74,0
8,0
164,0
16,0
718,0
15,0
12,0
77,0
377,0
15,0
24,0
6,0
14,0
297,0
19,0
1,1
4,0
78,1
270,0
6,1
114,0
157,0
173,0
591,0
8,1
30,0
60,0
12,0
26,0
4,0
20,0
6,0
39,0
101,0
2,1
90,0
2,1
8,0
8,0
7,0
497,0
111,0
205,0
2,1
5,0
3,0
64,0
59,0
3,0
55,0
350,0
147,0
166,0
572,0
96,0
32,0
3,0
51,0
268,0
6,0
828,0
139,0
31,0
2,1
113,0
2,1
230,0
12,0
361,0
4,1
8,1
17,0
42,0
63,0
30,0
615,0
46,0
7,0
11,0
2,1
281,0
81,0
207,0
112,1
4,1
113,0
7,1
268,0
215,0
31,0
15,0
6,1
36,0
36,1
10,1
36,0
37,0
6,1
2,1
15,0
176,0
390,0
2,1
21,0
5,0
2,1
330,0
4,0
6,0
9,0
12,0
15,1
303,0
5,0
42,0
5,0
6,1
142,0
2,1
416,0
9,0
24,0
13,0
50,0
65,0
4,0
3,0
11,0
7,1
2,1
163,0
4,0
14,0
5,0
4,0
39,1
100,0
25,0
59,0
68,0
14,1
489,0
38,0
20,0
115,0
8,0
16,0
26,0
194,0
32,0
3,0
37,0
3,0
38,0
61,0
6,1
244,0
16,0
243,0
474,0
15,0
220,0
3,1
236,0
14,1
6,1
144,0
66,0
15,0
110,0
3,0
40,0
313,0
81,0
18,0
34,0
3,0
9,0
5,0
44,0
191,0
216,0
12,0
4,0
73,0
49,0
18,0
503,0
285,0
64,0
1,1
16,0
4,0
287,0
31,0
152,0
148,0
22,0
86,0
189,0
11,0
1,1
3,0
4,1
11,0
522,0
8,0
5,0
4,0
11,0
6,0
3,1
1,0
51,0
3,0
11,0
12,0
6,1
123,0
12,0
4,1
346,0
44,0
52,0
10,0
272,0
237,0
604,0
106,0
12,0
143,0
3,0
6,1
6,1
113,0
108,1
7,1
10,0
4,0
28,0
14,1
285,0
11,0
